espessura,peso,densidade,umidade,linha,fornecedor,lote,qualidade
1.26,492.6,1.01,3.7716607831189615,A,importado,novo,aprovado
1.07,489.0,0.94,3.9815728690690717,B,importado,,reprovado
1.17,518.8,1.07,1.4855930792439138,A,local,novo,reprovado
1.26,516.5,,3.38241332097824,B,local,novo,reprovado
0.84,497.8,1.16,5.759731168671282,C,importado,reciclado,reprovado
1.01,485.5,1.05,14.09753137272486,A,local,novo,reprovado
1.12,509.1,1.09,12.903986536901947,A,local,novo,reprovado
0.99,490.2,0.92,14.190093363939253,B,local,novo,reprovado
0.83,486.7,,1.808576650835088,C,local,reciclado,reprovado
0.86,495.3,1.0,0.42072692428885006,C,local,reciclado,reprovado
,501.2,1.09,1.6482474661665751,A,importado,reciclado,reprovado
1.44,483.9,1.17,,B,importado,reciclado,reprovado
0.91,502.9,1.14,2.3623295780332594,B,importado,novo,reprovado
0.97,480.6,1.09,8.589550598587874,A,importado,reciclado,reprovado
1.26,515.7,1.11,3.4137355479114295,C,importado,novo,reprovado
1.47,,1.18,0.30953137375199224,B,local,novo,reprovado
1.01,509.3,1.14,1.269320132138665,B,local,novo,aprovado
1.4,498.7,1.08,10.646955344496197,A,importado,novo,reprovado
1.15,490.2,1.1,2.7354967802000867,A,importado,novo,aprovado
,509.8,0.94,3.4370880815021914,C,importado,reciclado,reprovado
0.9,517.3,1.04,5.658847512355287,C,importado,reciclado,reprovado
1.48,486.3,0.99,9.858623402042602,B,local,reciclado,reprovado
1.11,498.6,1.03,7.040585894394994,A,importado,,aprovado
1.47,492.6,1.1,14.169153239906546,A,local,novo,reprovado
1.12,494.3,0.94,6.512732861094951,A,importado,reciclado,aprovado
1.17,496.2,0.91,2.9869638029620753,C,local,reciclado,aprovado
1.36,518.1,1.02,8.042142591135121,C,importado,novo,reprovado
1.31,490.3,1.0,6.763344226423006,B,local,reciclado,reprovado
1.23,499.7,1.03,11.807075078025447,A,importado,reciclado,reprovado
1.09,518.1,1.18,14.026818458092235,C,local,reciclado,reprovado
1.35,499.0,1.11,12.54442842054761,A,importado,novo,reprovado
1.46,514.5,1.0,5.835595873889133,C,importado,reciclado,reprovado
0.81,482.4,0.95,3.241741834370395,A,local,novo,reprovado
1.21,518.1,1.09,13.71733405520891,B,local,reciclado,reprovado
1.41,487.5,1.1,5.7890947715575205,C,importado,novo,reprovado
1.26,519.2,1.05,11.553099351730653,,importado,novo,
1.36,487.0,0.96,,,local,reciclado,reprovado
1.43,497.8,0.91,8.661640222729142,B,local,novo,reprovado
1.33,492.3,0.98,7.198207025533283,A,local,novo,reprovado
1.3,497.3,1.04,10.498061737218231,C,importado,novo,reprovado
1.48,490.0,1.14,2.908964711859613,A,local,reciclado,reprovado
1.4,518.6,1.16,7.323596081979752,A,importado,novo,reprovado
1.37,492.2,1.02,4.684961356654886,A,local,reciclado,reprovado
0.86,506.1,1.14,2.4634180601351985,C,local,novo,
0.97,485.5,1.2,9.152048235464292,B,importado,reciclado,reprovado
1.19,513.0,1.11,8.6355912818722,A,importado,novo,reprovado
1.3,501.7,1.12,11.418053996138097,C,local,novo,reprovado
1.01,519.2,,13.094551863620419,A,importado,reciclado,reprovado
0.87,496.9,1.0,3.305639790313339,,importado,reciclado,reprovado
1.02,487.8,0.9,11.695539780807003,B,importado,novo,reprovado
1.34,493.8,1.2,5.510777411293936,C,local,reciclado,reprovado
1.41,509.5,1.05,9.432084026901371,C,importado,novo,reprovado
1.44,506.4,1.14,12.753600413937168,B,importado,reciclado,reprovado
1.07,511.1,1.14,3.842776729287283,C,local,reciclado,reprovado
1.06,482.9,1.02,9.014419259487557,,local,reciclado,reprovado
1.08,503.2,1.06,7.204783158002714,A,importado,novo,aprovado
1.06,517.3,,11.858659401760786,B,local,reciclado,reprovado
,484.3,0.97,10.458619484116578,A,importado,reciclado,reprovado
1.05,483.8,0.94,11.544477538548625,C,importado,novo,reprovado
0.81,508.7,1.06,4.319146944048121,A,local,reciclado,reprovado
1.11,492.6,0.94,10.56534441133644,B,,reciclado,reprovado
0.96,506.3,1.0,,C,importado,novo,reprovado
0.82,501.8,0.96,6.850206840686351,C,importado,reciclado,reprovado
1.13,519.4,1.11,5.6751553555222545,B,local,reciclado,reprovado
0.94,515.6,1.16,4.974000461931463,C,local,novo,reprovado
1.12,507.1,1.07,0.14511541954244922,B,local,reciclado,aprovado
0.99,490.5,1.02,2.543378269601815,A,importado,,reprovado
1.22,490.5,1.2,0.8846731833510973,A,local,reciclado,aprovado
1.49,515.3,0.91,12.725363139445038,C,importado,novo,reprovado
1.18,503.4,0.99,12.901333056226232,B,importado,novo,reprovado
1.25,511.6,0.98,12.692900050339015,B,local,,reprovado
1.44,498.0,1.01,12.268796465306739,A,local,reciclado,reprovado
1.06,484.1,0.97,3.319956802919653,A,importado,,reprovado
0.92,493.3,0.98,7.37679261766011,C,local,novo,reprovado
1.0,,0.98,13.617656579525955,,importado,reciclado,reprovado
1.08,511.3,1.05,11.396726910705963,C,local,reciclado,reprovado
1.25,508.0,1.02,0.02730428931541351,C,importado,reciclado,aprovado
0.8,483.5,1.09,6.891398646056902,C,importado,reciclado,reprovado
1.4,504.9,1.05,,B,importado,reciclado,reprovado
0.85,515.0,0.96,4.209915704710123,A,importado,reciclado,reprovado
1.43,507.9,1.14,6.536436618403275,B,local,reciclado,reprovado
1.46,500.4,1.04,,B,importado,reciclado,reprovado
1.49,492.5,0.95,9.815764262209898,,importado,novo,reprovado
1.37,515.5,0.95,5.437268482348614,C,local,reciclado,reprovado
0.9,496.9,1.14,,C,importado,novo,reprovado
1.29,514.2,,12.26084232895461,B,local,reciclado,reprovado
0.94,511.3,1.05,4.494833986705698,C,importado,novo,reprovado
1.43,512.6,0.99,9.225521632029997,C,local,novo,reprovado
1.02,519.6,1.04,,A,local,novo,reprovado
1.03,510.0,1.09,7.199451558354938,B,importado,novo,aprovado
1.44,481.4,1.16,0.3698775534309501,B,importado,reciclado,reprovado
0.81,488.2,1.07,12.784129792375378,C,local,reciclado,reprovado
0.94,481.4,0.98,0.7252324726826992,B,local,reciclado,reprovado
1.1,487.6,0.91,3.3654074975764763,B,importado,novo,reprovado
1.29,482.5,0.95,5.002678184382158,B,importado,novo,reprovado
1.25,500.1,1.1,9.377416751507724,B,importado,reciclado,reprovado
1.27,481.1,0.95,10.800501983625836,C,importado,novo,reprovado
1.42,498.9,1.04,1.2067656342816497,A,local,reciclado,reprovado
0.88,516.0,1.11,0.6519822882718557,C,,novo,reprovado
1.17,509.9,0.99,11.984848299440232,A,local,novo,reprovado
1.31,517.8,1.1,10.682498008561895,B,local,novo,reprovado
1.25,489.1,1.07,12.473255313819848,B,importado,novo,reprovado
1.11,501.2,1.03,10.148073977752745,B,local,novo,reprovado
0.81,492.7,1.17,11.265184055349792,B,importado,reciclado,reprovado
0.84,499.8,1.11,5.685575745707172,B,importado,novo,reprovado
0.88,502.3,1.01,8.852764805924547,B,importado,,reprovado
1.04,481.4,1.14,12.08088514305214,B,importado,novo,reprovado
0.88,489.3,1.12,2.5817630160977565,A,importado,reciclado,reprovado
1.1,508.2,1.14,6.342344412392874,C,local,reciclado,aprovado
0.93,510.9,1.09,11.107346527197919,B,local,,reprovado
1.35,502.8,1.01,7.989548576477781,B,local,novo,reprovado
1.41,490.8,1.0,10.224861793892574,B,importado,,reprovado
1.07,496.2,1.1,4.393037938137209,A,,novo,aprovado
1.16,483.8,0.94,0.48513676976526976,B,importado,novo,reprovado
1.47,518.1,1.15,0.43718669631564233,C,local,novo,reprovado
1.17,514.7,1.01,14.141717647955215,A,local,novo,reprovado
1.5,482.6,1.09,14.16810065992562,A,importado,reciclado,reprovado
0.9,486.7,1.05,3.1692350993192915,B,importado,novo,reprovado
1.4,503.2,1.06,2.2119848695641604,A,local,novo,reprovado
1.15,489.3,1.12,0.2720975083953131,B,importado,reciclado,reprovado
0.82,517.4,1.09,3.4688528447288776,C,importado,novo,reprovado
1.48,510.2,0.98,5.015271617318604,C,importado,novo,
1.48,490.9,0.92,3.618639504568217,A,local,novo,reprovado
1.07,480.2,1.15,11.96076210459302,A,,novo,reprovado
1.47,512.0,1.17,11.24145748913153,B,local,reciclado,reprovado
0.9,497.0,0.95,1.2152121702881096,A,importado,novo,reprovado
1.28,505.7,0.99,10.45982412153139,C,importado,novo,reprovado
0.93,491.5,0.98,,A,importado,reciclado,reprovado
0.97,485.7,1.18,1.9824915956228955,C,importado,novo,reprovado
1.35,507.0,0.96,11.093031457394737,B,importado,reciclado,reprovado
1.06,498.0,0.95,1.290683477613039,C,local,novo,aprovado
0.8,489.4,0.95,2.657259987020551,A,local,novo,reprovado
1.09,485.5,1.12,2.2383972232974463,C,local,reciclado,reprovado
0.96,503.2,1.17,14.085501062497261,C,importado,reciclado,reprovado
1.28,509.0,1.02,10.472340048069732,A,local,reciclado,reprovado
0.94,491.4,0.94,6.169288937471401,B,local,reciclado,reprovado
1.39,509.4,1.08,12.333062262732032,C,local,reciclado,reprovado
0.99,487.3,0.96,3.239391142833965,A,importado,novo,reprovado
1.08,,0.92,13.966399185676481,C,importado,novo,reprovado
1.01,509.8,1.17,10.454959813186537,C,local,novo,reprovado
1.25,506.4,1.16,,C,local,reciclado,reprovado
0.87,490.8,1.19,11.919726730549922,B,local,novo,
1.13,484.9,1.04,9.671714721377375,C,local,novo,reprovado
1.03,481.7,0.99,13.306639125157234,A,importado,reciclado,reprovado
1.42,513.5,1.13,12.437289901116332,A,local,novo,reprovado
0.85,483.0,0.95,2.9674575756116823,C,importado,novo,reprovado
1.38,484.6,0.97,3.5949570081655264,B,local,novo,reprovado
0.92,489.5,0.98,0.9764612066346523,A,,,reprovado
0.86,497.8,1.19,3.3029837575920373,B,importado,reciclado,reprovado
0.94,511.6,,5.152332974072021,B,importado,novo,
0.87,489.9,0.94,0.43241032758739695,A,local,reciclado,reprovado
1.16,501.7,0.93,4.724438193159209,A,,novo,aprovado
1.49,483.6,1.15,11.573187624409506,B,importado,reciclado,
0.82,498.6,1.14,12.604913970204226,C,local,reciclado,reprovado
1.12,487.1,1.1,0.13309934981134974,B,local,novo,reprovado
1.07,488.4,0.96,0.10720557403849029,A,importado,novo,reprovado
1.04,494.7,1.04,2.194606623765017,B,importado,reciclado,aprovado
1.03,510.5,1.08,13.088655911006846,A,local,reciclado,reprovado
1.43,509.8,,7.039170766985307,C,local,novo,reprovado
0.81,496.6,0.95,14.743531142519712,,,novo,reprovado
1.34,484.7,1.05,13.30997198650202,,local,novo,reprovado
0.98,491.2,0.95,13.351921702095598,C,local,reciclado,reprovado
1.07,500.2,1.03,1.9271464789315518,C,importado,novo,aprovado
1.09,514.8,0.96,7.128440238190627,A,local,reciclado,reprovado
1.01,518.7,1.15,14.903858959770282,B,importado,reciclado,reprovado
0.87,505.5,0.98,2.2356634539062887,C,local,novo,reprovado
0.88,494.0,1.03,8.613501804272918,A,local,reciclado,reprovado
1.01,507.7,1.02,5.164199879296271,B,local,reciclado,aprovado
1.38,493.4,1.16,5.817872100305329,B,local,reciclado,reprovado
0.89,505.0,1.13,13.361887560607517,C,local,novo,reprovado
1.32,489.8,0.92,8.818538537884246,C,local,reciclado,reprovado
1.0,490.7,0.92,11.38164584083208,B,importado,novo,reprovado
,483.0,1.07,,B,local,reciclado,reprovado
1.1,496.8,1.03,7.935235358549542,A,importado,reciclado,
0.92,504.7,0.98,11.87566798155564,C,local,reciclado,reprovado
1.49,511.6,1.14,14.560993588655759,B,local,novo,reprovado
0.92,512.4,0.94,14.502293309336793,B,local,novo,reprovado
1.2,519.7,1.19,11.841780014900555,C,local,reciclado,reprovado
1.2,483.5,0.91,7.3099463362384345,A,local,reciclado,reprovado
1.06,499.7,0.94,2.447384387868019,A,local,,aprovado
1.47,500.9,0.99,0.6670576345784163,C,importado,reciclado,reprovado
1.39,512.2,1.05,3.4716745254891612,A,importado,novo,reprovado
1.38,490.7,0.96,5.103869993963151,A,local,reciclado,reprovado
1.48,482.8,1.12,1.94774423877079,,importado,reciclado,reprovado
1.12,492.6,1.01,3.3714799441867833,B,,novo,aprovado
0.87,,0.91,1.2531819684132612,B,importado,reciclado,reprovado
1.34,516.0,1.16,7.855154580944682,A,importado,reciclado,reprovado
1.07,495.8,1.18,1.8947728676032054,C,local,novo,aprovado
0.93,515.1,1.09,11.14152944884432,C,importado,reciclado,reprovado
1.14,,1.14,4.989746672161241,C,local,reciclado,reprovado
1.45,492.6,0.94,10.080940713168468,A,local,novo,reprovado
0.92,509.1,0.98,13.237791526205768,C,importado,reciclado,reprovado
1.39,488.9,1.0,1.2902481380551563,B,local,reciclado,reprovado
1.09,487.9,1.19,14.835011811190657,C,importado,,reprovado
0.9,514.5,1.05,9.678650135501032,C,local,novo,reprovado
1.39,504.6,0.9,0.8004890315498386,B,,novo,reprovado
1.48,519.6,1.01,4.7100334788925045,B,importado,reciclado,reprovado
1.0,485.4,0.9,13.293677234121844,A,importado,novo,reprovado
1.01,494.2,0.97,8.943504065593467,A,local,reciclado,reprovado
1.07,492.4,1.04,4.308335508673727,A,importado,reciclado,aprovado
1.37,515.2,1.0,,A,importado,novo,reprovado
0.81,490.2,0.91,11.808788556117328,A,local,novo,reprovado
0.96,494.1,0.93,11.033077442249217,B,importado,novo,reprovado
1.29,485.7,,13.326406800100541,B,importado,novo,
1.08,511.0,1.11,11.546699170629237,B,local,reciclado,reprovado
1.03,489.5,1.02,4.301075297982943,C,importado,reciclado,reprovado
1.41,482.7,1.12,8.758291132884118,C,importado,reciclado,reprovado
1.44,497.4,0.95,12.634292516429449,C,local,novo,reprovado
1.46,495.7,0.94,2.7127216008425235,A,local,,reprovado
0.99,,1.15,2.445349192518048,C,local,reciclado,reprovado
1.44,485.3,1.0,2.384643713563199,A,importado,novo,reprovado
1.32,,1.03,2.913829119937812,A,local,reciclado,reprovado
0.91,482.7,1.18,1.548462234198265,A,local,,reprovado
1.23,484.0,1.03,12.564435299462493,A,local,novo,reprovado
0.82,489.8,0.9,12.27477330596226,C,,novo,reprovado
1.3,518.1,1.18,2.2705348778864254,B,local,novo,reprovado
1.31,483.4,0.9,10.58305765065519,A,local,reciclado,reprovado
1.35,512.6,1.1,9.404633388149245,,local,novo,
0.92,515.7,1.0,4.14291398418542,,,reciclado,reprovado
1.24,495.1,1.04,3.410526505399792,A,,novo,aprovado
0.93,491.8,1.06,3.7587878291313217,B,local,novo,reprovado
1.46,507.1,1.02,10.959459121603015,A,importado,reciclado,reprovado
1.27,508.1,1.13,4.789755995106763,B,importado,novo,aprovado
0.87,511.2,1.18,4.1693891642621015,C,,reciclado,reprovado
0.93,513.2,0.93,0.3372164980297332,A,local,novo,reprovado
1.26,490.7,1.14,13.623547406647823,B,importado,novo,reprovado
1.13,507.5,0.94,11.29056216718446,A,local,reciclado,reprovado
1.32,485.4,0.92,7.091755137100806,A,local,novo,reprovado
1.0,500.4,1.19,14.143903805258583,A,importado,reciclado,reprovado
1.26,504.5,1.05,4.402983176631333,B,local,novo,aprovado
0.92,486.5,0.95,10.120575647747222,C,importado,novo,reprovado
1.18,483.1,1.07,4.577255665180865,B,importado,reciclado,reprovado
1.47,487.8,0.98,4.718586382784222,C,local,reciclado,reprovado
1.24,496.8,1.04,12.670637500729049,B,importado,,reprovado
0.83,515.5,1.09,11.80532930183746,B,importado,reciclado,reprovado
1.49,501.3,1.16,4.411611459860232,C,local,novo,reprovado
0.91,509.9,0.9,1.220842734998907,C,,reciclado,reprovado
1.3,487.0,0.96,5.363762093867978,C,importado,reciclado,reprovado
1.17,484.2,0.93,11.40086303227973,B,importado,novo,reprovado
,489.6,0.93,1.508165417775098,,local,reciclado,reprovado
0.92,492.6,1.18,10.081512970848788,A,local,novo,
0.92,501.9,1.18,13.346448898708573,A,importado,reciclado,reprovado
1.4,515.2,1.12,2.6884073340757064,A,local,novo,reprovado
1.41,497.0,1.09,12.933064864293058,A,importado,novo,reprovado
1.13,500.8,1.15,0.7704582368533658,C,local,novo,aprovado
0.87,480.2,0.92,10.003203871358451,C,importado,reciclado,reprovado
1.42,481.3,0.94,11.865583805638092,A,importado,novo,reprovado
1.14,483.4,1.0,6.671491764889984,C,importado,novo,reprovado
1.11,508.0,1.15,3.055930422202703,A,local,novo,aprovado
1.09,499.4,1.04,13.870942483552584,B,importado,novo,reprovado
1.06,487.7,1.05,0.2995330290475323,C,local,novo,reprovado
1.17,503.7,0.97,8.326068438442986,B,local,novo,reprovado
1.22,501.8,1.09,5.592741130575484,C,importado,novo,aprovado
1.13,483.6,1.17,6.915857932215686,C,local,reciclado,reprovado
1.43,505.6,1.0,8.048475844183438,C,local,novo,reprovado
1.02,510.7,1.09,8.021229333997631,B,importado,novo,reprovado
1.2,491.5,1.0,3.0543549563464807,B,importado,novo,aprovado
1.01,507.5,1.14,10.19553484350065,A,local,reciclado,reprovado
1.33,488.0,1.04,0.28722436788219174,B,importado,novo,reprovado
0.87,510.3,1.0,0.3177614131928508,B,importado,reciclado,reprovado
0.93,516.5,1.03,7.177310119174649,A,importado,novo,reprovado
1.36,497.7,0.93,8.128543204054138,B,local,novo,reprovado
0.93,489.8,1.16,4.123342225503906,B,importado,novo,reprovado
1.24,496.0,1.19,8.275133004402504,A,local,novo,reprovado
1.48,490.0,1.04,7.741638494783851,B,importado,reciclado,reprovado
1.17,,0.97,5.238308321589672,A,local,novo,
0.93,506.0,1.1,9.776619548176749,C,importado,reciclado,reprovado
1.02,481.7,1.04,14.369058248201538,,importado,reciclado,reprovado
1.38,488.4,0.98,7.362040416377032,B,local,reciclado,reprovado
1.05,508.9,0.91,11.790761389124704,,importado,reciclado,reprovado
,506.6,1.17,3.7139484535948446,B,importado,reciclado,reprovado
1.34,482.9,1.14,11.429258902612219,A,importado,novo,reprovado
1.15,506.4,1.15,9.733589317529914,A,importado,reciclado,reprovado
1.35,517.2,1.03,9.595466698924557,A,local,novo,reprovado
1.02,483.0,1.13,13.395530106633412,C,importado,reciclado,reprovado
1.16,496.6,1.07,,A,local,reciclado,aprovado
1.28,509.2,1.01,5.526751756364131,A,local,reciclado,aprovado
0.92,506.7,1.15,,B,local,reciclado,reprovado
0.99,489.1,1.2,10.891799651538182,B,importado,novo,reprovado
1.26,486.5,1.17,12.658009279494177,B,importado,novo,reprovado
1.26,511.4,1.13,6.087502554477045,B,local,novo,reprovado
1.15,518.2,1.12,5.352402277023892,A,local,novo,reprovado
1.36,510.7,1.1,9.879777837847913,B,local,,reprovado
1.14,518.5,,1.1338569118400543,C,importado,novo,reprovado
1.42,504.2,1.05,4.407628442044706,C,local,novo,reprovado
,517.2,0.95,5.493191978027756,C,importado,novo,reprovado
1.02,507.6,1.13,7.77885426046128,B,local,reciclado,aprovado
1.08,516.4,1.18,7.148538292035141,A,importado,novo,reprovado
1.27,486.5,1.0,3.1302063416194024,,local,reciclado,reprovado
1.43,512.6,1.13,8.111818107949988,C,importado,novo,reprovado
0.93,487.9,0.98,13.888030363301546,B,importado,,reprovado
1.16,481.1,1.18,0.4063183544569482,C,importado,novo,reprovado
0.88,500.7,1.11,10.204598586070087,A,,novo,reprovado
1.0,492.7,,9.370635408934632,A,importado,reciclado,reprovado
1.28,481.7,1.13,13.866404320674933,A,local,reciclado,reprovado
0.85,519.2,,9.680174106106227,A,,reciclado,reprovado
1.26,506.7,1.17,9.37264068721565,A,importado,novo,reprovado
1.43,516.1,1.17,11.547084901473601,B,importado,novo,reprovado
1.48,520.0,0.92,4.017089232294904,,,reciclado,reprovado
0.95,495.7,0.94,8.935983936483556,B,local,novo,reprovado
1.32,490.2,1.15,7.791316640427689,C,importado,reciclado,reprovado
1.45,487.4,1.18,6.577087599824603,C,local,novo,reprovado
0.86,500.6,0.99,1.1923075105419123,A,,reciclado,reprovado
1.09,504.2,0.9,,,importado,reciclado,aprovado
1.44,498.9,1.0,4.199725709852542,A,local,reciclado,reprovado
0.94,495.5,,10.863764357460015,C,local,novo,reprovado
1.45,486.7,1.13,13.809842028156524,B,local,novo,reprovado
1.17,,0.91,3.461808343152729,C,local,novo,aprovado
0.87,483.4,0.96,1.1193590833698885,,local,novo,reprovado
1.11,514.6,1.17,,C,local,reciclado,reprovado
1.03,481.9,0.95,10.368079952010822,A,local,novo,reprovado
1.0,495.2,1.13,13.297062704853863,A,local,reciclado,reprovado
1.18,484.0,1.01,2.158191237956944,A,importado,novo,reprovado
1.14,511.0,1.1,12.011520616760532,C,local,reciclado,reprovado
1.14,492.5,0.92,12.199856189821503,C,importado,reciclado,reprovado
0.86,484.5,0.99,2.272333889859137,C,local,novo,reprovado
1.36,501.3,1.03,2.421062701411436,A,local,novo,reprovado
1.14,516.7,1.16,4.431768241827015,C,local,,reprovado
1.37,516.3,1.07,3.2518117145360965,C,local,reciclado,reprovado
,490.0,0.91,,A,importado,novo,reprovado
1.02,508.8,1.14,5.444157504546517,C,local,reciclado,aprovado
,481.2,0.92,11.419596176508104,B,local,reciclado,reprovado
1.44,485.3,1.18,12.075762052240089,C,local,reciclado,reprovado
1.33,500.0,0.96,5.789113307320118,A,local,novo,reprovado
0.88,489.2,,10.238783314235032,B,local,novo,reprovado
1.29,511.9,0.92,1.6170021134359063,A,local,novo,
0.81,517.2,1.07,5.954430772229039,A,importado,reciclado,reprovado
0.82,480.2,1.05,14.509659901423499,A,local,reciclado,reprovado
,489.3,1.02,2.527959808704055,B,importado,novo,reprovado
0.87,497.6,0.91,,B,importado,novo,reprovado
1.48,502.5,1.16,11.857822648380488,A,local,novo,reprovado
